head	relation	tail
/m/012gbb	people.person.height_meters	1.68
/m/0n23_	location.geocode.longitude	-82.48
/m/02f8zw	location.geocode.longitude	-58.373056
/m/07w6r	location.geocode.latitude	52.09399
/m/015gm8	film.film.initial_release_date	1963.41666667
/m/04wddl	film.film.initial_release_date	1954.75
/m/0ytph	location.location.area	58.2747324826
/m/04kkz8	film.film.initial_release_date	1998.83333333
/m/03bpn6	people.person.height_meters	1.77
/m/01rnxn	people.person.height_meters	1.83
/m/011yxy	film.film.initial_release_date	1973.0
/m/02h98sm	location.geocode.longitude	-87.845556
/m/0853g	location.geocode.longitude	174.777222
/m/0gx1l	location.geocode.latitude	34.0
/m/0894_x	people.person.date_of_birth	1935.83333333
/m/0nbzp	location.dated_location.date_founded	1630.0
/m/0xmlp	topic_server.population_number	72852.0
/m/0fgpvf	film.film.initial_release_date	2003.66666667
/m/0mwh1	topic_server.population_number	298990.0
/m/065zr	location.geocode.longitude	72.0
/m/0dhml	topic_server.population_number	57623.0
/m/0fr59	location.location.area	1082.61503012
/m/01ynvx	organization.organization.date_founded	1987.0
/m/04cppj	film.film.initial_release_date	2000.41666667
/m/07tg4	organization.organization.date_founded	1209.0
/m/07vht	organization.organization.date_founded	1905.0
/m/021w0_	location.geocode.latitude	33.783022
/m/0k3hn	location.location.area	2147.10014347
/m/0168t	location.geocode.longitude	-64.624329
/m/0dwfw	location.geocode.longitude	-7.16
/m/01q6bg	people.deceased_person.date_of_death	2015.08333333
/m/04z257	film.film.initial_release_date	2005.66666667
/m/02m__	topic_server.population_number	121800.0
/m/034ks	people.deceased_person.date_of_death	1642.08333333
/m/01v3vp	people.person.date_of_birth	1942.83333333
/m/0462hhb	film.film.initial_release_date	2009.08333333
/m/0v1xg	location.location.area	29.03
/m/06s_2	location.geocode.latitude	8.48445
/m/01kf5lf	film.film.initial_release_date	1964.75
/m/0df92l	film.film.initial_release_date	2007.0
/m/0cdw6	topic_server.population_number	82056.0
/m/0xgpv	location.geocode.latitude	33.518611
/m/052bw	location.geocode.latitude	53.466667
/m/05yzt_	people.person.date_of_birth	1910.5
/m/0fvxz	location.geocode.longitude	-74.764001
/m/04smkr	people.person.height_meters	1.65
/m/0n2k5	location.geocode.latitude	39.2
/m/05th69	organization.organization.date_founded	1970.0
/m/07_m2	people.person.height_meters	1.7
/m/02ll45	film.film.initial_release_date	1986.75
/m/0947l	topic_server.population_number	1271898.0
/m/07s95_l	people.person.date_of_birth	1977.66666667
/m/071ywj	people.person.date_of_birth	1966.75
/m/01vvlyt	people.person.date_of_birth	1975.83333333
/m/09472	location.geocode.longitude	22.423611
/m/07cbs	people.person.date_of_birth	1743.33333333
/m/0y62n	location.location.area	265.5
/m/05wh0sh	people.person.height_meters	1.65
/m/018jcq	location.geocode.longitude	135.52
/m/07z4p5	people.person.date_of_birth	1898.41666667
/m/01vskn	location.geocode.longitude	128.6
/m/01z9z1	location.geocode.longitude	175.05
/m/06mz5	location.dated_location.date_founded	1889.91666667
/m/0f1nl	location.geocode.longitude	-84.394722
/m/0296vv	film.film.initial_release_date	2001.5
/m/0l30v	location.dated_location.date_founded	1850.0
/m/01vs5c	location.geocode.longitude	-97.445833
/m/01vz0g4	people.person.date_of_birth	1972.41666667
/m/04511f	people.person.height_meters	1.79
/m/0ml_m	location.geocode.latitude	48.55
/m/0p0cw	location.dated_location.date_founded	1861.0
/m/0_z91	location.geocode.longitude	-97.484444
/m/0n6mc	location.dated_location.date_founded	1861.0
/m/02znwv	people.person.date_of_birth	1887.25
/m/0mwq_	location.geocode.latitude	39.92
/m/063tn	people.deceased_person.date_of_death	1893.91666667
/m/01zfrt	location.geocode.latitude	53.578474
/m/02zfg3	people.person.height_meters	1.73
/m/01hvzr	topic_server.population_number	142065.0
/m/09lxv9	film.film.initial_release_date	1997.0
/m/016fyc	film.film.initial_release_date	1994.83333333
/m/0p5wz	location.geocode.latitude	50.93463
/m/0n1tx	location.geocode.latitude	41.13
/m/0xxc	location.geocode.longitude	-64.361428
/m/0clz7	location.location.area	37.3
/m/02tq2r	people.person.height_meters	1.8
/m/01jt2w	organization.organization.date_founded	1884.0
/m/02x8fs	film.film.initial_release_date	1989.5
/m/0k9wp	location.geocode.latitude	38.990278
/m/02lk1s	people.person.height_meters	1.8
/m/0ckhc	topic_server.population_number	165489.0
/m/085bd1	film.film.initial_release_date	1999.16666667
/m/01b85	location.location.area	49.36
/m/01nh5h	location.geocode.longitude	168.3475
/m/01vsb_	location.geocode.latitude	37.5
/m/0nm3n	location.location.area	3291.87488824
/m/05d8vw	people.person.height_meters	1.854
/m/01wc7p	people.person.date_of_birth	1951.08333333
/m/0k4f3	film.film.initial_release_date	1959.25
/m/0fq8f	topic_server.population_number	81334.0
/m/01wdcxk	people.person.height_meters	1.778
/m/02bm8	topic_server.population_number	106255.0
/m/0jw67	people.person.height_meters	1.82
/m/04wtx1	people.person.date_of_birth	1949.33333333
/m/06vsbt	people.person.height_meters	1.8
/m/021_rm	people.person.date_of_birth	1985.25
/m/0h6l4	topic_server.population_number	46386.0
/m/0164y7	people.deceased_person.date_of_death	1969.58333333
/m/07m9cm	people.person.date_of_birth	1964.0
/m/0640m69	film.film.initial_release_date	2010.5
/m/02hp6p	organization.organization.date_founded	1877.0
/m/01c57n	location.geocode.latitude	-27.476944
/m/01km6_	location.geocode.longitude	-3.014
/m/05l0j5	people.person.height_meters	1.7
/m/0qt85	location.location.area	85.47
/m/0mw5x	location.geocode.longitude	-71.58
/m/01jbx1	people.person.date_of_birth	1974.0
/m/02kz_	people.person.height_meters	1.83
/m/0k_mt	people.person.height_meters	1.76
/m/07dzf	location.geocode.latitude	-6.307
/m/016ywr	people.person.date_of_birth	1948.75
/m/02nd_	location.geocode.latitude	40.748433
/m/0p7h7	people.person.height_meters	1.803
/m/04zwtdy	people.person.date_of_birth	1955.41666667
/m/03mcwq3	people.person.date_of_birth	1968.66666667
/m/0mww2	location.dated_location.date_founded	1800.16666667
/m/0g_wn2	location.location.area	5079.22568318
/m/06cn5	topic_server.population_number	764329.0
/m/02g87m	people.person.height_meters	1.78
/m/0njvn	topic_server.population_number	155252.0
/m/0cc56	location.geocode.latitude	40.790278
/m/0114m0	location.geocode.longitude	-91.233056
/m/03cz9_	people.person.height_meters	1.76
/m/0b7gr2	people.person.date_of_birth	1973.0
/m/0gfzfj	film.film.initial_release_date	2005.58333333
/m/0269kx	location.geocode.latitude	35.974167
/m/07h565	people.person.height_meters	1.71
/m/01bzr4	people.person.date_of_birth	1884.41666667
/m/04x8mj	location.geocode.longitude	-75.163889
/m/03m2fg	people.person.height_meters	1.82
/m/0cqcgj	people.person.height_meters	1.81
/m/03902	location.geocode.latitude	46.2
/m/0ms6_	location.geocode.latitude	33.18
/m/0975t6	location.geocode.longitude	34.015861
/m/032xky	film.film.initial_release_date	1990.91666667
/m/045vhb	topic_server.population_number	171916.0
/m/010r6f	location.dated_location.date_founded	1953.0
/m/05lx3	location.geocode.latitude	36.986667
/m/03f7m4h	people.person.height_meters	1.83
/m/015n8	people.person.date_of_birth	1632.91666667
/m/03j43	people.person.date_of_birth	1859.83333333
/m/0jfx1	people.person.height_meters	1.78
/m/02v570	film.film.initial_release_date	2004.41666667
/m/0152cw	people.person.date_of_birth	1974.41666667
/m/0537y_	location.geocode.latitude	46.103092
/m/031vy_	location.geocode.longitude	88.362222
/m/07vfz	location.geocode.longitude	-122.458539
/m/0tl6d	location.location.area	123.5
/m/050zr4	people.person.date_of_birth	1961.75
/m/0yz30	location.geocode.longitude	-80.616667
/m/0n57k	location.dated_location.date_founded	1824.91666667
/m/04p_hy	location.geocode.latitude	33.792778
/m/014m1m	topic_server.population_number	3801962.0
/m/02vkzcx	organization.organization.date_founded	1847.0
/m/0525b	people.person.height_meters	1.65
/m/03fnyk	people.person.height_meters	1.829
/m/06g4l	people.person.date_of_birth	1896.83333333
/m/0fr_b	location.geocode.longitude	-79.516667
/m/06y57	location.dated_location.date_founded	1788.08333333
/m/0y3k9	topic_server.population_number	58192.0
/m/01jp4s	location.geocode.latitude	45.7
/m/04m_kpx	people.person.height_meters	1.63
/m/019l68	people.deceased_person.date_of_death	2006.08333333
/m/01s753	location.geocode.longitude	0.114722
/m/0mkdm	topic_server.population_number	373203.0
/m/08vd2q	film.film.initial_release_date	1971.58333333
/m/01tz6vs	people.deceased_person.date_of_death	1910.91666667
/m/01vx3m	location.geocode.longitude	-0.561
/m/02lgfh	people.person.date_of_birth	1957.75
/m/019fv4	location.dated_location.date_founded	806.0
/m/09q23x	film.film.initial_release_date	2008.0
/m/01nnsv	location.geocode.latitude	38.9007
/m/0337vz	people.person.height_meters	1.7
/m/0jq27	location.geocode.longitude	3.8772
/m/0m25p	topic_server.population_number	38175.0
/m/0kc9f	organization.organization.date_founded	1983.33333333
/m/062qg	location.geocode.longitude	115.858889
/m/07vyf	location.geocode.longitude	-110.951944
/m/0ylzs	location.geocode.longitude	-1.253467
/m/0l3n4	location.geocode.latitude	40.04
/m/06npd	location.geocode.longitude	17.116667
/m/0m2wm	people.person.date_of_birth	1970.66666667
/m/069d71	people.person.date_of_birth	1978.33333333
/m/018mm4	location.geocode.longitude	-118.440556
/m/09949m	location.location.area	5343.0
/m/01fpvz	location.geocode.longitude	-72.925278
/m/017yfz	people.person.height_meters	1.892
/m/02630g	organization.organization.date_founded	1906.0
/m/05mwx	location.location.area	15.0
/m/02q636	organization.organization.date_founded	1856.33333333
/m/0fhnf	location.geocode.longitude	13.364131
/m/0nm8n	location.geocode.longitude	-68.37
/m/02zk08	film.film.initial_release_date	1980.41666667
/m/01jszm	location.geocode.latitude	41.843333
/m/0rydq	location.geocode.longitude	-84.940278
/m/0mpfn	location.geocode.latitude	43.57
/m/01mbwlb	people.person.height_meters	1.75
/m/02qx1m2	people.deceased_person.date_of_death	1981.41666667
/m/01386_	people.person.date_of_birth	1967.66666667
/m/0164y7	people.person.date_of_birth	1910.5
/m/016h5l	location.geocode.latitude	51.5286
/m/01bzs9	location.geocode.latitude	53.807222
/m/01gf5	location.location.area	2130.0
/m/0k3gj	location.dated_location.date_founded	1685.0
/m/0ckhc	location.location.area	119.5
/m/0xhj2	location.location.area	90.6
/m/0r3tq	topic_server.population_number	43624.0
/m/0g3cw	location.geocode.latitude	34.385278
/m/01nnsv	location.geocode.longitude	-77.0508
/m/0123gq	location.location.area	53068.0
/m/0l3n4	location.location.area	2548.54830057
/m/0klw	people.deceased_person.date_of_death	2008.25
/m/019gz	people.person.date_of_birth	1847.91666667
/m/0hdx8	location.dated_location.date_founded	1965.16666667
/m/0n5d1	location.geocode.longitude	-74.15
/m/022xml	organization.organization.date_founded	1826.0
/m/0fsm8c	people.person.date_of_birth	1984.5
/m/0c_md_	people.person.height_meters	1.83
/m/056wb	people.deceased_person.date_of_death	2008.91666667
/m/0b275x	organization.organization.date_founded	2006.75
/m/0n56v	location.location.area	3027.69610098
/m/01y68z	organization.organization.date_founded	1990.91666667
/m/07srw	location.dated_location.date_founded	1896.08333333
/m/09f8q	location.geocode.longitude	10.9
/m/01r3y2	location.geocode.longitude	-84.734674
/m/06mfvc	people.person.date_of_birth	1980.83333333
/m/015f47	organization.organization.date_founded	1905.16666667
/m/0k5fg	film.film.initial_release_date	1963.91666667
/m/0l35f	location.geocode.longitude	-122.93
/m/0cc65	location.geocode.longitude	-110.700833
/m/0_jws	location.geocode.longitude	-71.45
/m/01p7yb	people.person.height_meters	1.65
/m/012v9y	people.person.date_of_birth	1918.33333333
/m/06vdh8	people.person.date_of_birth	1908.41666667
/m/0ys4f	topic_server.population_number	43916.0
/m/06rf7	location.geocode.longitude	9.70404945
/m/03wv2g	location.geocode.latitude	32.829167
/m/0tj9	people.person.height_meters	1.84
/m/0847q	location.geocode.longitude	121.0
/m/01bcq	people.person.date_of_birth	1943.16666667
/m/0345_	location.geocode.longitude	-90.5
/m/01r7t9	people.person.date_of_birth	1933.5
/m/0g9zjp	people.person.date_of_birth	1983.75
/m/03f5vvx	people.person.date_of_birth	1925.83333333
/m/012x8m	organization.organization.date_founded	1978.0
/m/0mp36	location.location.area	910.0
/m/0170yd	film.film.initial_release_date	1997.66666667
/m/0b_yz	location.geocode.longitude	-0.973056
/m/03k8th	film.film.initial_release_date	2004.58333333
/m/0yw93	topic_server.population_number	29167.0
/m/03hzkq	people.person.date_of_birth	1930.58333333
/m/09b8m	topic_server.population_number	937700.0
/m/01nqj	location.geocode.longitude	-23.616667
/m/04ly1	location.location.area	135382.0
/m/01dw9z	people.person.height_meters	1.55
/m/06929s	film.film.initial_release_date	2005.33333333
/m/01c6l	people.person.height_meters	1.8
/m/013ksx	location.location.area	50.0
/m/015np0	people.deceased_person.date_of_death	1983.83333333
/m/01w2v	location.location.area	453.0
/m/053xw6	people.person.height_meters	1.88
/m/01738w	film.film.initial_release_date	1998.58333333
/m/0mnyn	location.geocode.latitude	38.882222
/m/01zsfx	location.geocode.latitude	-20.17
/m/0chsq	people.deceased_person.date_of_death	2008.33333333
/m/0jj85	location.location.area	1598.02266408
/m/0bkf4	people.person.date_of_birth	1945.16666667
/m/0dq16	location.location.area	56.4617408053
/m/0tr3p	location.geocode.latitude	44.803611
/m/0bld8	location.geocode.longitude	19.016667
/m/0pgjm	people.person.date_of_birth	1947.83333333
/m/01b_d4	location.geocode.latitude	52.621667
/m/0d0vqn	location.location.area	449964.0
/m/0dmy0	location.geocode.longitude	-3.0
/m/0czyxs	film.film.initial_release_date	2009.16666667
/m/022q4l9	people.person.date_of_birth	1968.16666667
/m/029rk	people.person.date_of_birth	1862.08333333
/m/06g60w	people.deceased_person.date_of_death	1985.08333333
/m/0n5kc	location.geocode.longitude	-74.64
/m/0d9rp	topic_server.population_number	1253672.0
/m/07b2yw	location.geocode.longitude	3.9
/m/0175wg	people.person.height_meters	1.68
/m/015_30	people.person.date_of_birth	1941.08333333
/m/012qxv	location.geocode.latitude	54.25
/m/0190_8	location.geocode.longitude	-3.195
/m/0mw5x	location.location.area	1129.23481611
/m/0r4h3	location.geocode.latitude	34.1
/m/0fplv	location.location.area	2582.218146
/m/031n8c	organization.organization.date_founded	1867.0
/m/025jj7	people.person.height_meters	1.87
/m/07t2k	people.person.date_of_birth	1822.33333333
/m/0kq2g	location.dated_location.date_founded	1850.0
/m/0fw1y	location.geocode.longitude	-122.893056
/m/01f2xy	location.geocode.longitude	0.120278
/m/01xbgx	location.geocode.longitude	104.916667
/m/035qy	topic_server.population_number	9729350.0
/m/04s430	people.person.height_meters	1.73
/m/0rgxp	location.geocode.longitude	-75.546667
/m/01cf93	organization.organization.date_founded	1950.0
/m/06myp	people.person.height_meters	1.72
/m/0nt4s	location.geocode.latitude	39.78
/m/0345h	location.dated_location.date_founded	1871.08333333
/m/02t_vx	people.person.height_meters	1.7
/m/048scx	film.film.initial_release_date	2001.0
/m/045cq	people.person.date_of_birth	1930.16666667
/m/04zwc	location.geocode.latitude	-33.775259
/m/083qy7	people.person.date_of_birth	1989.41666667
/m/01q0kg	location.geocode.latitude	32.775278
/m/0127xk	people.deceased_person.date_of_death	2000.83333333
/m/0nlh7	location.location.area	684.37
/m/06zd1c	people.person.date_of_birth	1901.41666667
/m/02t0n9	people.person.height_meters	1.63
/m/03ydry	people.person.date_of_birth	1976.25
/m/0241wg	people.person.height_meters	1.6
/m/01ls2	location.dated_location.date_founded	1810.58333333
/m/04mby	people.person.height_meters	1.85
/m/06fq2	location.geocode.latitude	29.716944
/m/037q1z	people.deceased_person.date_of_death	1977.83333333
/m/08bqy9	people.deceased_person.date_of_death	2009.33333333
/m/02m4d	location.geocode.latitude	40.7967
/m/01z26v	location.location.area	30.54
/m/0dc95	location.dated_location.date_founded	1852.0
/m/0j4b	location.geocode.longitude	13.333333
/m/0mny8	location.geocode.latitude	38.74
/m/02jt1k	people.person.height_meters	1.63
/m/0n7q7	location.location.area	1465.93327045
/m/0d1y7	location.location.area	20955.5938007
/m/01wgxtl	people.person.date_of_birth	1972.41666667
/m/03h2d4	people.person.height_meters	1.88
/m/0gvs1kt	film.film.initial_release_date	2012.0
/m/02jxsq	people.person.height_meters	1.73
/m/036jb	people.person.height_meters	1.7
/m/023zsh	people.person.date_of_birth	1973.83333333
/m/06kb_	people.person.date_of_birth	1866.0
/m/0gv2r	people.person.date_of_birth	1895.75
/m/034zc0	people.deceased_person.date_of_death	1998.16666667
/m/0csdzz	people.person.date_of_birth	1961.66666667
/m/0432_5	film.film.initial_release_date	2003.83333333
/m/019k6n	topic_server.population_number	102984.0
/m/07fr_	location.location.area	417.0
/m/035dk	location.location.area	238535.0
/m/010016	location.location.area	161.356259274
/m/01tt27	organization.organization.date_founded	1974.0
/m/0mw_q	location.geocode.latitude	40.69
/m/01p6xx	people.person.date_of_birth	1939.66666667
/m/0l39b	location.geocode.latitude	40.244444
/m/03lpd0	people.deceased_person.date_of_death	1968.83333333
/m/0g8bw	location.location.area	173809.0
/m/0j8p6	topic_server.population_number	100645.0
/m/0mw2m	topic_server.population_number	124794.0
/m/0hc8h	location.geocode.latitude	51.87
/m/095zvfg	people.person.date_of_birth	1951.75
/m/0mj0c	people.deceased_person.date_of_death	1910.66666667
/m/0czr9_	location.geocode.latitude	43.457778
/m/011yr9	film.film.initial_release_date	1998.75
/m/0n23n	location.location.area	1209.52444753
/m/025rvx0	film.film.initial_release_date	1988.0
/m/0jgwf	people.person.height_meters	1.85
/m/06gn7r	people.deceased_person.date_of_death	1993.66666667
/m/032xhg	people.person.height_meters	1.8
/m/0htcn	people.person.date_of_birth	1894.16666667
/m/087c7	organization.organization.date_founded	1906.33333333
/m/0fngy	location.geocode.longitude	32.581111
/m/02mp0g	location.geocode.longitude	-105.581389
/m/017g2y	people.deceased_person.date_of_death	1973.08333333
/m/025rst1	location.geocode.latitude	35.25
/m/04jpl	location.geocode.latitude	51.507222
/m/0gct_	people.deceased_person.date_of_death	1954.91666667
/m/01wwvc5	people.person.height_meters	1.75
/m/0q9t7	people.person.date_of_birth	1956.0
/m/0hptm	location.location.area	67.617
/m/017jq	location.geocode.latitude	54.0
/m/0d6hn	topic_server.population_number	2201610.0
/m/02dh86	people.person.height_meters	1.75
/m/01zmqw	location.location.area	90.6495838618
/m/0cmpn	people.person.date_of_birth	1865.5
/m/0mwvq	location.geocode.longitude	-75.75
/m/068p2	location.location.area	150.996306833
/m/0f2s6	topic_server.population_number	681818.0
/m/0rjg8	location.geocode.latitude	26.234722
/m/018lbg	location.dated_location.date_founded	1801.0
/m/0m_31	people.deceased_person.date_of_death	2012.41666667
/m/0725ny	people.person.height_meters	1.83
/m/06cgy	people.person.height_meters	1.77
/m/01t8gz	location.geocode.longitude	-2.248
/m/0kdqw	topic_server.population_number	3779.0
/m/08314	topic_server.population_number	136448.0
/m/016s_5	people.person.height_meters	1.8
/m/022tq4	location.geocode.longitude	80.9
/m/03c602	people.person.date_of_birth	1969.0
/m/04lp8k	people.person.date_of_birth	1972.41666667
/m/08qxx9	people.person.height_meters	1.83
/m/01p0vf	people.person.height_meters	1.8
/m/01xllf	people.person.height_meters	1.68
/m/01c5d5	people.deceased_person.date_of_death	1972.41666667
/m/0j1z8	location.dated_location.date_founded	1972.0
/m/02tkzn	people.person.height_meters	1.7
/m/0__wm	location.location.area	175.34219507
/m/0_g_6	topic_server.population_number	14892.0
/m/0jk_8	location.geocode.longitude	116.7
/m/0jcx1	location.location.area	99.45
/m/0clz7	location.geocode.latitude	51.897222
/m/0f38nv	organization.organization.date_founded	1984.0
/m/0r679	location.geocode.longitude	-122.041944
/m/01zfmm	people.person.height_meters	1.84
/m/06nr2h	film.film.initial_release_date	2004.0
/m/0935jw	people.person.date_of_birth	1945.0
/m/017xm3	people.person.date_of_birth	1932.33333333
/m/0b9f7t	people.person.height_meters	1.56
/m/023jq1	people.person.height_meters	1.98
/m/016pns	people.person.date_of_birth	1974.91666667
/m/015grj	people.person.height_meters	1.75
/m/07c37	people.deceased_person.date_of_death	1680.0
/m/08314	location.geocode.latitude	53.0
/m/02hh8j	people.person.date_of_birth	1934.58333333
/m/02mmwk	film.film.initial_release_date	2005.5
/m/0m2dk	location.geocode.latitude	34.561389
/m/0f04c	location.geocode.longitude	-122.138056
/m/0k3jc	location.location.area	1642.05246195
/m/01vl17	people.deceased_person.date_of_death	1989.16666667
/m/0ghvb	organization.organization.date_founded	1876.0
/m/0ft18	film.film.initial_release_date	1942.91666667
/m/030155	people.person.height_meters	1.49
/m/0hzlz	topic_server.population_number	42923485.0
/m/03np3w	people.person.date_of_birth	1952.33333333
/m/091z_p	film.film.initial_release_date	2006.41666667
/m/0yx_w	film.film.initial_release_date	1989.0
/m/02b25y	people.person.height_meters	1.87
/m/02h758	organization.organization.date_founded	1956.91666667
/m/013m_x	topic_server.population_number	115734.0
/m/0l2l_	location.location.area	2040.91063094
/m/015vq_	people.person.height_meters	1.68
/m/024n3z	people.person.height_meters	1.85
/m/04ns3gy	people.person.date_of_birth	1939.33333333
/m/06_kh	location.geocode.latitude	34.021944
/m/0jrqq	people.person.date_of_birth	1970.66666667
/m/01j8yr	location.location.area	64.93
/m/07jqjx	film.film.initial_release_date	2005.75
/m/02dth1	people.deceased_person.date_of_death	2007.0
/m/05gqy	topic_server.population_number	8187800.0
/m/0klh7	people.person.height_meters	1.71
/m/030w19	organization.organization.date_founded	1866.0
/m/04vq3h	people.person.date_of_birth	1949.33333333
/m/01fsyp	organization.organization.date_founded	1984.16666667
/m/0jvtp	people.deceased_person.date_of_death	1984.58333333
/m/0193qj	location.geocode.latitude	35.683333
/m/0mwjk	location.geocode.latitude	41.31
/m/07ww5	location.geocode.latitude	18.35
/m/0mn0v	location.location.area	1288.00108727
/m/0fvvz	topic_server.population_number	229426.0
/m/0ftvz	location.location.area	267.029
/m/0bymv	people.person.date_of_birth	1936.66666667
/m/070j61	people.person.date_of_birth	1954.75
/m/0cv1h	topic_server.population_number	119792.0
/m/0dq2k	people.person.date_of_birth	1782.25
/m/0bqxw	location.geocode.latitude	33.791111
/m/0mwx6	topic_server.population_number	190308.0
/m/0m313	film.film.initial_release_date	1999.0
/m/01zv_	location.geocode.latitude	41.816667
/m/0m9v7	people.person.date_of_birth	1955.41666667
/m/0bpx1k	film.film.initial_release_date	2002.33333333
/m/03swmf	people.person.date_of_birth	1946.58333333
/m/0ptj2	topic_server.population_number	209629.0
/m/0fxz4	location.dated_location.date_founded	1803.41666667
/m/06rf7	location.location.area	15763.18
/m/0121h7	location.geocode.longitude	-7.4
/m/0t_hx	location.geocode.longitude	-71.018889
/m/0df4y	topic_server.population_number	14722000.0
/m/0jrq9	location.location.area	9678.78556833
/m/0s3y5	location.geocode.latitude	40.109665
/m/03jxw	people.person.date_of_birth	1819.66666667
/m/027l0b	people.person.date_of_birth	1933.5
/m/02_340	people.person.date_of_birth	1963.91666667
/m/06449	people.person.height_meters	1.778
/m/0bzjf	topic_server.population_number	4865380.0
/m/065y4w7	location.geocode.latitude	34.02051
/m/031q3w	location.geocode.latitude	40.893697
/m/0m4yg	location.geocode.longitude	-0.0923
/m/0d33k	location.geocode.longitude	1.1
/m/0fc2c	location.geocode.latitude	43.3
/m/012x4t	people.person.height_meters	1.84
/m/039xcr	people.person.date_of_birth	1892.58333333
/m/01vz08	location.geocode.latitude	37.533333
/m/018c_r	location.geocode.latitude	47.580869
/m/01r32	location.geocode.longitude	-114.066667
/m/02qzh2	film.film.initial_release_date	2004.25
/m/06f_qn	people.person.height_meters	1.57
/m/0gyh	location.geocode.longitude	-86.7
/m/016ywr	people.person.height_meters	1.87
/m/07348	location.location.area	73631.0
/m/0l3kx	topic_server.population_number	299332.0
/m/07tjf	location.geocode.latitude	59.8575
/m/0k4fz	film.film.initial_release_date	1950.66666667
/m/013p59	location.location.area	645.0
/m/0q8sw	topic_server.population_number	180105.0
/m/018009	people.person.date_of_birth	1968.66666667
/m/0zlgm	topic_server.population_number	75163.0
/m/04pry	location.geocode.latitude	42.733611
/m/06srk	location.geocode.latitude	14.666667
/m/059s8	location.geocode.longitude	-66.0
/m/01qmy04	people.person.date_of_birth	1969.5
/m/08849	people.deceased_person.date_of_death	2004.91666667
/m/038czx	organization.organization.date_founded	1780.0
/m/011hq1	location.dated_location.date_founded	1975.41666667
/m/0jfqp	topic_server.population_number	51890.0
/m/05sq20	people.person.height_meters	1.67
/m/05d1dy	people.person.date_of_birth	1963.66666667
/m/0g9fm	location.geocode.longitude	0.5362
/m/03hnd	people.deceased_person.date_of_death	1946.66666667
/m/02ckl3	location.geocode.latitude	38.907222
/m/01dvtx	people.deceased_person.date_of_death	1973.83333333
/m/01pcmd	people.person.date_of_birth	1923.33333333
/m/01s753	location.geocode.latitude	52.202222
/m/07q0g5	people.person.date_of_birth	1980.0
/m/01771z	film.film.initial_release_date	1986.41666667
/m/0m2gk	location.geocode.latitude	41.81
/m/0d1xh	location.geocode.latitude	29.17
/m/01n7qlf	people.person.date_of_birth	1961.75
/m/01bh3l	topic_server.population_number	10267300.0
/m/01213c	location.geocode.longitude	-5.5215
/m/0hvb2	people.person.date_of_birth	1940.66666667
/m/027xx3	location.geocode.latitude	37.349167
/m/0s9z_	location.location.area	31.7
/m/0p0cw	location.location.area	1945.08107086
/m/0tz1j	location.geocode.latitude	42.706944
/m/0294fd	people.person.date_of_birth	1968.0
/m/0b_fw	people.person.date_of_birth	1915.33333333
/m/0r3tb	topic_server.population_number	48699.0
/m/0g0x9c	film.film.initial_release_date	2006.66666667
/m/0rqyx	location.geocode.latitude	27.973611
/m/0h095	location.location.area	32.12
/m/0d34_	location.dated_location.date_founded	1245.0
/m/0jnwx	film.film.initial_release_date	1992.91666667
/m/01vdrw	people.person.date_of_birth	1938.5
/m/02hp70	organization.organization.date_founded	1866.0
/m/0187wh	organization.organization.date_founded	1995.08333333
/m/0fl2s	topic_server.population_number	612343.0
/m/0m_xy	location.location.area	3.74
/m/01d494	people.deceased_person.date_of_death	2007.5
/m/06s6l	location.geocode.longitude	-61.233333
/m/049qx	people.person.date_of_birth	1968.41666667
/m/0mtdx	location.dated_location.date_founded	1819.0
/m/0d06m5	people.person.height_meters	1.69
/m/0407f	people.person.date_of_birth	1933.41666667
/m/02vxy_	location.geocode.latitude	41.902185
/m/091yn0	people.person.height_meters	1.73
/m/03c9pqt	people.person.date_of_birth	1963.16666667
/m/01cspq	people.deceased_person.date_of_death	1988.16666667
/m/04jplwp	film.film.initial_release_date	2010.0
/m/05c74	location.dated_location.date_founded	1821.75
/m/013gwb	topic_server.population_number	154794.0
/m/0b5hj5	location.geocode.latitude	41.8963
/m/0mm0p	location.location.area	6309.21103678
/m/02yy8	people.person.date_of_birth	1882.08333333
/m/09krp	location.location.area	21115.0
/m/071_8	organization.organization.date_founded	1965.0
/m/07t_x	location.location.area	447400.0
/m/07ylj	location.location.area	916445.0
/m/0n839	people.person.height_meters	1.791
/m/01hjy5	location.geocode.latitude	41.50416
/m/01ly5m	topic_server.population_number	2890151.0
/m/05njyy	location.geocode.longitude	-74.006389
/m/0b_cr	location.geocode.latitude	37.3
/m/01p79b	location.geocode.latitude	41.38
/m/03zj9	organization.organization.date_founded	1892.75
/m/01tsq8	location.geocode.longitude	10.216667
/m/0_7w6	film.film.initial_release_date	1991.75
/m/0f1_p	location.geocode.latitude	23.216667
/m/0175rc	organization.organization.date_founded	1900.16666667
/m/05br2	topic_server.population_number	10084.0
/m/0hky	people.deceased_person.date_of_death	1963.91666667
/m/0bdt8	people.person.date_of_birth	1915.66666667
/m/0mwht	location.dated_location.date_founded	1836.33333333
/m/012xdf	people.person.height_meters	2.16
/m/06gb1w	film.film.initial_release_date	2006.41666667
/m/01vswwx	people.person.height_meters	1.75
/m/01l9vr	location.geocode.latitude	42.375278
/m/01b9ck	people.person.height_meters	1.68
/m/01r4bps	people.person.date_of_birth	1973.66666667
